Id,highlighted,text,ru_trans,tags,prefix,suffix,highlighted_html,suffix_html,position_start,position_end,start_container,end_container,chapter,ch_num,lang,overlap,img_src,alt_text_eng,dog_sound
7G3SrmEeEe6I04_FkSY1iw,11,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).",,['structure'],"     
      

      
        
  ",". Again the Notes
  
  Note XIX
",11,". Again the Notes</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],11. Again the Notes,11,en,none,[],[],False
GjYkovTDEe2Xud-SwHJ1uw,12,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. […] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (""The Prose"" 80). ",['structure'],"     
      

      
        
  ",". Заитильщина
  
  Содвинулись в",12,". Заитильщина</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],12. Заитильщина,12,ru,none,[],[],False
40wwNGRTEe6sKpc8DRuzFQ,12,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". Discords Beyond the Itil
  
  ",12,". Discords Beyond the Itil</h1>
",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],12. Discords Beyond the Itil,12,en,none,[],[],False
VzmSKPcZEe2wCA-sc9KCHg,13,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205).",['structure'],"     
      

      
        
  ",". Картинки с выставки
  
  Измор",13,". Картинки с выставки</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],13. Картинки с выставки,13,ru,none,[],[],False
Fkdd5mHpEe6tWYN8qLHi5g,13,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205).",,['structure'],"     
      

      
        
  ",". Pictures from an Exhibition
  ",13,. Pictures from an Exhibition</h,618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],13. Pictures from an Exhibition,13,en,none,[],[],False
8dqphP5TEe2TFYcfqU3UtA,14,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, *Между собакой и волком* придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский. Главы следуют следующему шаблону: ABCABACABACABACBAC (Boguslawski ""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. [...] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (Kravchenko *The Prose* 80). Она описывает структуру романа следующим образом: “Структура романа, за исключением главы 18 […], образует систему кривых зеркал. Первая и последняя главы — сказ, вторая и предпоследняя — проза, третья и пятнадцатая — стихи, затем вновь две главы, отражающие повествование Ильи (4 и 14), повествование в прозе (5 и 13), Ильи (6 и 12), в стихах (7 и 11) и снова Ильи (8 и 10). Структура складывается посередине, на девятой главе, написанной прозой, образуя при этом ‘переплет’, скрепляющий книгу” (Kravchenko *The Prose* 53–54).",['structure'],"     
      

      
        
  ",". От Ильи Петрикеича
  
  Клеши,",14,". От Ильи Петрикеича</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],14. От Ильи Петрикеича,14,ru,none,[],[],False
k1kSLGX3Ee6kMe_DrNg4Yg,14,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". Accordin to Ilya Petrikeich
  ",14,. Accordin to Ilya Petrikeich</h,618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],14. Accordin to Ilya Petrikeich,14,en,none,[],[],False
rgalqgE3Ee6r0VMIAhoU2A,15,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). С. Оробий предполагает, что ""в романе 'Между собакой и волком' освоен принцип, который впоследсствие станет краеугольным каменем при определении сущноти текстов Соколова, написанных в 2000-х: проза с легкостью заменяется поэзией, а то и сливается и ней. Такой повествовательный маневр, безусловно, происходит не из сюжета, а из языковой области: считая что русский литературный язык исчерпал себя от его постоянного употребления и утратил былую выразительность, автор пытается уйти от привычных языковых норм и выстраивает уникальный стиль, позже становящийся движущей силой повествования. Здесь границы между диалогами, между прямой и косвенной речью, между разговорами и цитатами оказываются размытыми на фундаментальном уровне"" (299).",['structure'],"     
      

      
        
  ",". Журнал запойного
  
  Записка ",15,". Журнал запойного</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. Журнал запойного,15,ru,none,[],[],False
Dg9iqmK1Ee6MwCOUZA_uGw,15,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).",,['structure'],"     
      

      
        
  ",". The Binger's Journal
  
  Note",15,". The Binger's Journal</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],15. THE BINGER’S JOURNAL,15,en,none,[],[],False
quL7TgF4Ee6snO_8CJDAbQ,16,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205).","Несмотря на многочисленные странности, *Между собакой и волком* придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский. Главы следуют следующему шаблону: ABCABACABACABACBAC (Boguslawski ""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. [...] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (Kravchenko *The Prose* 80). Она описывает структуру романа следующим образом: “Структура романа, за исключением главы 18 […], образует систему кривых зеркал. Первая и последняя главы — сказ, вторая и предпоследняя — проза, третья и пятнадцатая — стихи, затем вновь две главы, отражающие повествование Ильи (4 и 14), повествование в прозе (5 и 13), Ильи (6 и 12), в стихах (7 и 11) и снова Ильи (8 и 10). Структура складывается посередине, на девятой главе, написанной прозой, образуя при этом ‘переплет’, скрепляющий книгу” (Kravchenko *The Prose* 53–54).",['structure'],"     
      

      
        
  ",". Ловчая повесть
  
  Так, пытая",16,". Ловчая повесть</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. Ловчая повесть,16,ru,none,[],[],False
i5RR2GZ4Ee6-h5_sAM-r0A,16,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205).",,['structure'],"     
      

      
        
  ",". The Trapper's Tale
  
  That i",16,". The Trapper's Tale</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],16. The Trapper's Tale,16,en,none,[],[],False
A5mlsgF-Ee6uizePi-qOXA,17,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will make its language play come 'alive'. […] The unmistakable focus in Il'ia's skaz on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).","Несмотря на многочисленные странности, *Между собакой и волком* придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский. Главы следуют следующему шаблону: ABCABACABACABACBAC (Boguslawski ""How Sokolov's"" 205). Е. Кравченко утверждает, что, в отличие от склонности к визуализации в главах, связанных с Яковом, главы Ильи “теряют тяжесть слога при восприятии на слух, что позволяет языку ‘ожить’. [...] Неоспоримый фокус “сказа” Ильи на устном творчестве — через бесчисленные аллюзии к сказкам и басням — и устной речи, особенно ее воспринимаемым на слух качествам, отображенным через парономазию, противопоставляется литературности и образности прозаическим и стихотворным фрагментам (Kravchenko *The Prose* 80). Она описывает структуру романа следующим образом: “Структура романа, за исключением главы 18 […], образует систему кривых зеркал. Первая и последняя главы — сказ, вторая и предпоследняя — проза, третья и пятнадцатая — стихи, затем вновь две главы, отражающие повествование Ильи (4 и 14), повествование в прозе (5 и 13), Ильи (6 и 12), в стихах (7 и 11) и снова Ильи (8 и 10). Структура складывается посередине, на девятой главе, написанной прозой, образуя при этом ‘переплет’, скрепляющий книгу” (Kravchenko *The Prose* 53–54).",['structure'],"     
      

      
        
  ",". Последнее
  
  Гражданин Пожил",17,". Последнее</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],17. Последнее,17,ru,none,[],[],False
AtKFBGRcEe6Vet8bxiDvyQ,17,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Elena Kravchenko argues that, in opposition to the visual leanings of the chapters associated with Yakov, Ilya's chapters ""may become less impenetrable if received aurally, which will
make its language play come 'alive'. [...] The unmistakable focus in Il'ia's *skaz* on oral culture — through numerous allusions to fairy tales and epics — and language, especially its aural qualities illuminated through paronomasia, is juxtaposed with the literariness and visuality of the prose and verse fragments"" (*The Prose* 80).",,['structure'],"     
      

      
        
  ",". The Last Remarks
  
  Citizen ",17,". The Last Remarks</h1>
  ",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],17. The Last Remarks,17,en,none,[],[],False
ZmzSBgGBEe6qJAslj70i_Q,18,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).","Несмотря на многочисленные странности, ""Между собакой и волком"" придерживается строгой, формальной структуры: восемь прозаических глав от лица странствующего точильщика; пять прозаических глав, касающихся жизни и мыслям собаковода Якова Паламахтерова; четыре главы, состоящие из 36 стихотворений, написанных Яковом; и финальная глава, представляющая собой один, отдельных стих, вновь написанный Яковом. Как пишет А. Богуславский, главы следуют следующему шаблону: ABCABACABACABACBAC (""How Sokolov's"" 205). С. Оробий предполагает, что ""в романе 'Между собакой и волком' освоен принцип, который впоследсствие станет краеугольным каменем при определении сущноти текстов Соколова, написанных в 2000-х: проза с легкостью заменяется поэзией, а то и сливается и ней. Такой повествовательный маневр, безусловно, происходит не из сюжета, а из языковой области:  считая что русский литературный язык исчерпал себя от его постоянного употребления и утратил былую выразительность, автор пытается уйти от привычных языковых норм и выстраивает уникальный стиль, позже становящийся движущей силой повествования. Здесь границы между диалогами, между прямой и косвенной речью, между разговорами и цитатами оказываются размытыми на фундаментальном уровне"" (299).",['structure'],"     
      

      
        
  ",". Записка, посланная отдельной б",18,". Записка, посланная отдельной б",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"18. Записка, посланная отдельной бутылкой",18,ru,none,[],[],False
g2fq1mZ_Ee6IEvPye5WbJA,18,"Despite its many oddities, *Between Dog and Wolf* features a strict, formal structure: eight prose chapters from the perspective of the itinerant grinder Ilya Zynzyrella; five prose chapters that concern the life and thoughts of the dog-keeper Yakov Palamakhterov; four chapters consisting of 36 poems written by Yakov; and a final chapter made up of a single, separate poem, again authored by Yakov. As Alexander Boguslawski writes, the chapters follow this pattern: ABCABACABACABACBAC (""How Sokolov's"" 205). Sergei Orobii suggests that ""in the novel *Between Dog and Wolf*, the principle that will become the cornerstone for determining the root affiliation of Sokolov's texts of the 2000s is mastered: prose is replaced with ease by poetry, or even merges with it. Such a narrative maneuver, of course, originates not in the plot, but in the field of language: considering that the Russian literary language has 'worn out' from constant use and has lost all expressiveness, the writer tries to get away from the usual linguistic norms and constructs a unique style, which becomes the driving force of the narrative. Here, the boundaries between replicas, between direct and indirect speech, between chatter and quotation are fundamentally blurred"" (299).",,['structure'],"     
      

      
        
  ",". The Note, Sent in a Separate B",18,". The Note, Sent in a Separate B",618,620,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],"18. The Note, Sent in a Separate Bottle",18,en,none,[],[],False
qGaHvq4hEe24_OMbyfhouA,"05. Ловчая повесть, или картинки с выставки","The end of chapter 2 and chapter 5 were some of the earliest pieces of *Between Dog and Wolf* written. D. Barton Johnson reports: ""This initial focus on Iakov, rather than Illia, emerges from the fragment of *Mezhdu sobakoi i volkom* that Sokolov sent to Carl Professor for the first number of Ardis' new serial miscellany *Glagol* (1977). [...] Much of this material, deleted in the final version, sets forth the book's central theme of indeterminacy much more explicitly than anything in the final variant. The *Glagol* excerpt was abstruse and Proffer's response was 'almost complete incomprehension' (letter to Sokolov of August 26, 1976). [...] In his reply of August 15, 1976, Sokolov suggested that Carl Proffer's doubts echoed his own. The material had been written under difficult psychological circumstances. He had wanted to parody various styles, but felt he had not succeeded. He now proposed that the fragment be published in *Glagol* but with the idea that it would remain suspended [...] The excerpt's opening and closing passages with their descriptions of Iakov and the excursus on his name/identity were deleted"" (""Background Notes"" 337–338).","Конец главы 2 и глава 5 были написаны одними из первых. Д. Бартон Джонсон говорит: ""Изначальный фокус на Якова, а не Илью, происходит из фрагмента 'Между собакой и волком', посланному Соколовым Карлу Профессору для включения в первый номер литературного альманаха издательства Ардис под названием 'Глагол' (1977).  […] Значительная часть данного материала, не включенная в финальную версию романа, задает центральную тему книги -- тему неопределенности -- куда более явно, чем все, что вошло в изданную версию. Выдержка из Гоголя была заумной, а ответ Проффера вызвал 'практически абсолютное непонимание' (письмо Соколову от 26 августа 1976 года). [...] В ответе от 15 августа 1976 года Соколов отметил, что сомнения Карла Проффера перекликаются с его собственным. Материал был написан при тяжелых психологических обстоятельствах. Он хотел спародировать различные стили, но чувствовал, что у него не получилось. Теперь же он предложил опубликовать фрагмент в 'Глаголе', но идеей было то, что он останется в подвешенном состоянии [...] Вступительны и заключительные фрагменты отрывка с описанием Якова и экскурсом в его имя/личность были удалены"" (""Background Notes"" 337–338).","['explanatory', 'structure']","     
      

      
        
  ","
  
  Яков Ильич Паламахтеров (в","05. Ловчая повесть, или картинки с выставки","</h1>
  ",618,661,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1]/hypothesis-highlight[1],"05. Ловчая повесть, или картинки с выставки",05,ru,partial,[],[],False
5oIS5lDaEe67PpeGBXDdUQ,05. The Trapper's Tale or Pictures from an Exhibition,"The end of chapter 2 and chapter 5 were some of the earliest pieces of *Between Dog and Wolf* written. D. Barton Johnson reports: ""This initial focus on Iakov, rather than Illia, emerges from the fragment of *Mezhdu sobakoi i volkom* that Sokolov sent to Carl Professor for the first number of Ardis' new serial miscellany *Glagol* (1977). [...] Much of this material, deleted in the final version, sets forth the book's central theme of indeterminacy much more explicitly than anything in the final variant. The *Glagol* excerpt was abstruse and Proffer's response was 'almost complete incomprehension' (letter to Sokolov of August 26, 1976). [...] In his reply of August 15, 1976, Sokolov suggested that Carl Proffer's doubts echoed his own. The material had been written under difficult psychological circumstances. He had wanted to parody various styles, but felt he had not succeeded. He now proposed that the fragment be published in *Glagol* but with the idea that it would remain suspended [...] The excerpt's opening and closing passages with their descriptions of Iakov and the excursus on his name/identity were deleted"" (""Background Notes"" 337–338).",,"['explanatory', 'structure']","     
      

      
        
  ","
  
  Yakov Ilyich Palamakhterov",05. The Trapper's Tale or Pictures from an Exhibition,"</h1>
  ",618,671,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],05. The Trapper's Tale or Pictures from an Exhibition,05,en,none,[],[],False
AvNs8lMSEe6djyvCzT8XHQ,Notes,"A reference to Ivan Turgenev's 1852 cycle of short stories *Notes of a Hunter* (also translated as *A Sportman's Notebook*, *The Hunting Sketches*, and *Sketches from a Hunter's Album*). This work was acclaimed for its portrayal of peasant life. The ""Notes"" (Записки) trope is common in Russian literature: *Notes of a Rifle Hunter* (Aksakov), Notes of a Shallow Grass (Dryansky), ""Notes of a Madman"" (Gogol), *Notes from the Underground* (Dostoevsky), *Notes from a Dead House* (Dostoevsky), ""Notes of a Madman"" (Tolstoy), ""Notes of a Christian"" (Tolstoy), *Notes of a Doctor* (Veresaev), *Notes of a Young Doctor* (Bulgakov), *Notes of a Psychotic* (Ven. Erofeev), and *Notes of a Nonhunter* (Vantalov). Gerald Smith suggests that the Drunken Huntsman may also be a literary descendent of Alexander Pushkin's hero in *The Gypsies* (""The Verse"" 329).",,['intertextuality']," 
      

      
        
  07. "," of a Hunter
  
  Note X

Over t",Notes," of a Hunter</h1>
  ",622,627,/div[1]/main[1]/article[1]/h1[1],/div[1]/main[1]/article[1]/h1[1],07. Notes of a Hunter,07,en,none,[],[],False
