Id,highlighted,text,tags,prefix,suffix,position_start,position_end,start_container,end_container,chapter
1feYxAa8Ee2uwD-Lxa34cw,потому что на виселице эту букву и выговоришь одну: гэ да гэ,"That is, on the gallows, people can only make sputtering, choking sounds.In this passage Pyotr is somehow discussing the arbitrariness of our writing systems and of alphabets in general (something linguists have long debated, see for example Saussure's disquisition on the arbitrary relation between the signifier and the signified), linking grapheme to phoneme in a logical (at least, to him) manner. This is just one more way of stressing the central role played by language itself in the structuring of the whole novel.","['explanatory', 'language', 'theme']"," нас наподобие виселицы, читай, ",". Дэ — как дом, бэ — как вэ почт",2076,2136,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
6pl5PAa8Ee2kjndv23xM1A,Дэ — как дом,The letter д (d) is said to resemble a house in shape.,"['explanatory', 'language']",ву и выговоришь одну: гэ да гэ. ,", бэ — как вэ почти, вэ же почти",2138,2150,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
R5HoHgmgEe2l6GfyJFKS8A,"бэ — как вэ почти, вэ же почти 
как бэ","Ostanin (35) notes that in Chapter 1 we encountered the toponym Bydogoshchi, which recalls the existing village of Vidogoshchi situated by the Volga river. So ""b"" is indeed almost a ""v"".",['explanatory'],"ь одну: гэ да гэ. Дэ — как дом, ",", а вот жэ — та загадочна. В эту",2152,2190,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
8zo7eAhAEe2VvMe2lrgUWg,жэ — та загадочна,"We should also consider the fact that this letter lacks a univocal corresponding grapheme in the Latin or Greek alphabets, and it is not known how this character was derived. Moreover, the use of the term ""zagadochna"" may recall the famous concept of the supposed ""mysterious Russian soul"" (zagadochnaya russkaya dusha). Following this, we could consider the letter ""zhe"" here as an objectivation of ""Russianness"" and, therefore, of the supposed ""Russian mysteriousness"". ","['explanatory', 'russia', 'symbol', 'theme']","чти, вэ же почти 
как бэ, а вот ",". В эту пору, траченный бытовыми",2198,2215,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
J2X7EghBEe2YqDPE9GTZ4A,"пору, траченный бытовыми 
невзгодами и хлесткими обложными ливнями","Presumably, fall.","['setting', 'time']", а вот жэ — та загадочна. В эту ,", в кубарэ задвигаюсь 
я, собств",2223,2289,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
VcCckAa9Ee2w59-IIF3u3A,кубарэ,"Unusual (and mockingly foreign) word. It may derive from the word ""kubar'"", informally used by students of the naval academy to define a ship cabin. Необычное (и мнимо-иностранное) слово, наверное от разговорного морского термина ""кубарь,"" каюта.","['foreign', 'neologism']"," хлесткими обложными ливнями, в "," задвигаюсь 
я, собственной свое",2293,2299,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
2YzMLga9Ee2xBtvO9jQitA,"пророк, два часа светлых спроворивший в июле месяце у христиан","Ilya frequently compares himself to the prophet Elijah, whose name day—July 20 Old Style / August 2 New Style—marks the transition from summer to fall. Ostanin indicates that this is also a reference to the following proverb: ""Петр и Павел час убавил, а Илья Пророк два уволок"" (Peter and Paul stole an hour, and Ilya the Prophet took away two) (Ostanin 35). The exact quantities are not actually correct, but the meaning is that on these saints respective days (July 12 and August 2) the sun moves faster than on the longest days of summer.","['explanatory', 'time', 'intertextuality']","
я, собственной своею персоной, ",", — захожу, чтоб отпраздновать 
",2343,2405,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
7CqZWga-Ee24W5MWVkb3KA,напрочь,Colloquial: entirely,['register/style']," чтоб отпраздновать 
завершение ", и вдрызг неудачного промысла мо,2448,2455,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
3WDt_Aa-Ee2p3Hs6nLdx_Q,вдрызг,"Colloquial: to smithereens, totally, completely",['register/style'],"аздновать 
завершение напрочь и ", неудачного промысла моего. Встр,2458,2464,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
8NlixAa-Ee2T9lcaNUFvUw,промысла,Seasonal work,['explanatory'],ние напрочь и вдрызг неудачного , моего. Встретился в слепой мест,2476,2484,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
4hSahAbCEe2tXI-jsK-hCA,"Встретился в слепой местности некоторый слепец, и он вызвался проводить на роздых к воде. И поплелся за ним, ему доверяя во всем, но 
темнота нас объяла, и он не заметил поэтому ямы ловчей и ухнулся. 
Сверзился вслед за вожатым и я, так как мой подпоясок связан был 
с подпояском его крепкой вервой, чтобы не растеряться нам.","A reference to Matthew 15:14 (""If the blind lead the blind, both will fall into a pit"") and Bruegel the Elder's 1568 painting *The Blind Leading the Blind*. Pictured here: ![](https://upload.wikimedia.org/wikipedia/commons/c/c1/%D0%9F%D1%80%D0%B8%D1%82%D1%87%D0%B0_%D0%BE_%D1%81%D0%BB%D0%B5%D0%BF%D1%8B%D1%85.jpeg)",['intertextuality'],рызг неудачного промысла моего. ," Вот 
и не растерялись, стенали ",2492,2817,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
txUBAAa_Ee29QbsUhl2xEQ,в слепой местности,"A ""blind place,"" meaning an unsightly or unknown place. Compare to ""В местности глухой"" in chapter 1 (R157/E15).","['intratextuality', 'explanatory', 'language']",ного промысла моего. Встретился ," некоторый слепец, и он вызвался",2503,2521,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
JaJ31Aa_Ee2tZhu8G0xLGw,роздых,"Colloquial: breather, brief rest, repose",['register/style'],"пец, и он вызвался проводить на "," к воде. И поплелся за ним, ему ",2567,2573,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
3NYeEAa_Ee2kn6cOFtcaEw,поплелся,"Colloquial: to drag oneself along, push off",['register/style'],я проводить на роздых к воде. И ," за ним, ему доверяя во всем, но",2584,2592,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
8X5SLga_Ee2j4a8rb0bQJw,ухнулся,Colloquial: to fall with great noise,['register/style'],не заметил поэтому ямы ловчей и ,". 
Сверзился вслед за вожатым и ",2683,2690,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
C-my_AbAEe2p4T998k4hCg,Сверзился,"Colloquial: to collapse, tumble down",['register/style']," поэтому ямы ловчей и ухнулся. 
"," вслед за вожатым и я, так как м",2693,2702,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
K6GQTAbAEe2ht7skBKgNUA,вожатым,Archaic: leader,"['archaism', 'register/style']"," и ухнулся. 
Сверзился вслед за "," и я, так как мой подпоясок связ",2712,2719,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
dv30cgbAEe2huks9MYJWaw,подпоясок,"Colloquial: belt, something that binds",['register/style'],"лед за вожатым и я, так как мой "," связан был 
с подпояском его кр",2737,2746,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
eUKPpAbAEe214ieQwgr6Vg,подпояском,"Colloquial: belt, something that binds",['register/style'],"как мой подпоясок связан был 
с "," его крепкой вервой, чтобы не ра",2761,2771,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
v_by8gbDEe2nmkefa3EVZw,вервой,Верёвка (rope),['language'],"н был 
с подпояском его крепкой ",", чтобы не растеряться нам. Вот ",2784,2790,/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[54],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[54],04. Заитильщина Дзындзырэлы
5d2LlgbAEe2iE3_Q7lQcBw,башками,"Colloquial word: head. Archaism: head of a large fish, head meat. Used several times throughout the novel (R152, 174, 189, 264, 280).","['intratextuality', 'register/style', 'archaism']","от 
и не растерялись, стенали с "," побитыми и с вывихами, вот 
и н",2851,2858,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
VFZrpgbBEe2ni9uB4WNWSA,дурили,"Colloquial: to goof around, act like a fool",['register/style'],"ывихами, вот 
и не растерялись, "," мы, путь наш продолжая с трудом",2905,2911,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
yeRxsAbBEe2UBbs4qQZ7Hg,в добрый час,Set expression: good fortune,['phraseologism']," наш продолжая с трудом. Но не 
"," веселились, товарищи по беде. В",2952,2964,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
F51ZuAhCEe2-jQM1iDmOsQ,товарищи по беде,"Возможно, ссылается на устойчивое выражение ""друзья познаются в беде"" (с латинского ""amicus certus in re incerta"") ",['intertextuality'],"Но не 
в добрый час веселились, ",". Ведь когда развиднелось, тогда",2977,2993,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
FTiEOgbCEe215ps7APgsRQ,завод мой точильный,Ilya's grinding stand,['explanatory'],"днелось, тогда обнаруживаю, что "," при падении 
пострадал пуще нас",3043,3062,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
I0BaHAbCEe2JJnPzqhy2YQ,пуще,"Colloquial: more than, worse than",['register/style'],"очильный при падении 
пострадал ", нас. Лопнуло генеральное колесо,3086,3090,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
3HlJcAbDEe2UE1-sYB9F5A,бондаря,"Ukranian: cooper. Another form, бочар, appears in chapter 3 (R164/E28).","['foreign', 'intratextuality']",найти понимающего колесника или ,", чтоб дал настоящий 
ремонт, в ",3174,3181,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
TsjpSAd1Ee2kCsuP-fWYfQ,ущербной,"Ilya is referring to his damaged sharpening wheel, but ущербной may also refer to the waning moon, a key image in the novel, as seen in the opening line.","['intratextuality', 'symbol']","Отчего, настрадавшись точить на "," конструкции, изнеможен, возвращ",3288,3296,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
9Ft2tAd6Ee2_2K9z9vLlsQ,зимние я фатеры,"Ostanin identifies this as an allusion to Mikhail Lermontov's 1837 poem ""Borodino"": ""Что ж мы? на зимние квартиры?"" (Ostanin 35). Read the poem and an English translation [here](https://ruverses.com/mikhail-lermontov/borodino/1830/).",['intertextuality'],"кции, изнеможен, возвращался на ", до срока. Брел с пустыми карман,3336,3351,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1]/hypothesis-highlight[62],04. Заитильщина Дзындзырэлы
hyEq-Ad1Ee2LeH8acx-eSw,фатеры,"Foreign borrowing: Bashkir фатир (fatir), Kazakh пәтер (päter), Kyrgyz батир (batir)",['foreign'],"еможен, возвращался на зимние я ", до срока. Брел с пустыми карман,3345,3351,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
na0Ewgd1Ee2RZb95ZM7CZQ,побрякивало,Colloquial: to clink or clatter occasionally,['style/register'],"и карманами, 
и в них ничего не ",". И пока я так брел, кумекая, че",3407,3418,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
z2VFzgd1Ee2m_Pcm_ZT7jw,кумекая,"Colloquial: to bend the brain, know the ropes, ponder, think",['style/register'],"побрякивало. И пока я так брел, ",", чем намерен платить в ресторац",3439,3446,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
6UNhsAd1Ee2wjueUSANUKg,ресторации,"Dated: eating-house, cook shop",['style/register']," кумекая, чем намерен платить в ",", колесо это главное портилось в",3470,3480,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
QMRzygd2Ee2kYbN64CS_9g,сеногной,"Rainy weather or a long rain during hay season that will bring rot. Maybe also refer to long rainy weather in spring, summer, or autumn. Also refers to St. Samson's day (June 27 OS / July 10 NS). As Boguslawski writes, folk tradition holds that on this date ""the rains begin, which often continue for a week, causing the cut but not gathered hay to rot. For this reason, the saint is often called Sampson the Hay-rot"" (Boguslawski, ""Annotations"" 238).",['explanatory'],ое портилось все ужаснее; стоял ,. Вне себя захожу вовнутрь и при,3530,3538,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
foPXHgd2Ee2m_n-tZUU8zw,Вне себя,"Colloquial: delirious, beside oneself, hopping mad. Also a reference to Ilya and the other characters' unusual sense of self, whereby their names and identities frequently shift.","['self-reference', 'style/register']",сь все ужаснее; стоял сеногной. , захожу вовнутрь и приветствую п,3540,3548,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
pb3_bAd2Ee2YMefNwqAZZg,забулдыг,"Colloquial: low-life, heavy drinker, binger, boozer. A continuation of the drinking theme.","['style/register', 'theme']",рь и приветствую присутствующих ,. Обод мой при этом тогда оконча,3594,3602,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
1ZCGVgd2Ee2vslP2USqAvQ,репнулся,"Dated/dialectical: to crack, burst",['style/register'],мой при этом тогда окончательно , и распался на обе части; я посм,3641,3649,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
9soFNgd2Ee2tO4PhNzIMmA,у ног моих,"Ilya appears to have both of his feet here, but, of course, he has lost one in an accident involving a train.",['intratextuality'], части; я посмотрел: они лежали ,". 
Проклиная незавидную свою уча",3699,3709,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
Vt-6tgndEe2ccWtM3uTRHg,участь,"The Lonesome Babe refers to Ilya's ""участь бродьяча"" (nomadic lot/fate) not long after this (R177/E48-49).",['intratextuality'],"оих. 
Проклиная незавидную свою ",", яростно я аппарат раскурочил, ",3738,3744,/div[1]/main[1]/article[1]/p[1],/div[1]/main[1]/article[1]/p[1],04. Заитильщина Дзындзырэлы
